2005 XA8,2069-2086,24,7.5e-05,12.08,25.6,0.025,-4.54,-4.71,0
2010 CR5,2050-2087,7,4.8e-08,22.86,19.8,0.367,-4.57,-4.83,0
2011 EB74,2032-2108,243,2.8e-04,7.58,26.9,0.014,-4.61,-5.43,0
2002 VU17,2084-2099,5,2.3e-05,13.69,24.8,0.038,-4.68,-5.10,0
2012 MF7,2046-2092,11,1.4e-04,8.70,26.8,0.015,-4.68,-4.74,0
2012 BA77,2021-2100,63,3.0e-05,12.60,25.9,0.023,-4.70,-5.32,0
2002 MN,2070-2109,10,4.9e-06,10.37,23.3,0.073,-4.71,-5.15,0
2007 WP3,2098-2109,12,6.5e-06,13.03,23.5,0.067,-4.72,-5.05,0
2006 HF6,2068-2110,22,9.6e-06,16.40,24.5,0.043,-4.72,-5.26,0
2011 SO189,2056-2090,14,1.1e-04,12.99,26.5,0.017,-4.73,-5.07,0
2011 BL45,2050-2111,51,4.7e-04,1.68,27.2,0.013,-4.75,-4.92,0
2010 MY112,2018-2107,35,3.4e-08,23.82,20.7,0.250,-4.75,-5.29,0
2010 UK,2068-2108,13,2.3e-04,6.08,26.8,0.014,-4.76,-4.77,0
2008 FF5,2060-2060,1,4.4e-07,39.47,23.1,0.081,-4.79,0
2007 KE4,2026-2091,3,9.9e-06,10.07,25.2,0.031,-4.80,-4.84,0
2002 RB182,2053-2110,14,2.3e-06,13.89,22.8,0.092,-4.80,-5.07,0
2010 QG2,2051-2070,7,4.9e-06,12.89,24.2,0.048,-4.81,-4.84,0
2005 WG57,2029-2104,12,2.0e-06,9.91,23.6,0.063,-4.82,-4.89,0
2011 CU46,2020-2111,419,2.2e-05,16.04,25.4,0.028,-4.86,-5.90,0
2012 DW60,2083-2104,12,1.6e-04,5.39,26.5,0.017,-4.87,-5.12,0
2012 ES10,2054-2064,6,1.3e-06,24.36,23.7,0.061,-4.88,-5.18,0
2012 EK5,2070-2111,13,3.0e-05,15.13,25.5,0.026,-4.89,-5.17,0
2011 ES4,2031-2107,60,3.8e-05,7.73,25.7,0.025,-4.90,-5.46,0
2011 OB26,2074-2109,22,4.1e-05,10.99,25.5,0.027,-4.93,-5.39,0
2010 JH80,2074-2095,4,3.7e-06,26.90,24.5,0.042,-4.95,-4.96,0
2009 BR5,2059-2078,3,3.1e-07,18.06,22.1,0.130,-5.00,-5.24,0
2010 JH110,2071-2102,4,8.4e-05,8.08,26.3,0.019,-5.01,-5.16,0
2009 WP6,2067-2109,48,3.9e-05,25.35,26.8,0.015,-5.03,-5.30,0
2006 JE,2094-2107,4,2.0e-06,26.36,23.8,0.058,-5.03,-5.07,0
2006 SC,2043-2109,8,1.0e-05,12.22,25.2,0.031,-5.03,-5.10,0
2009 TH8,2068-2100,4,1.3e-05,13.03,24.9,0.036,-5.03,-5.11,0
2010 XN69,2026-2111,129,6.4e-05,7.28,26.3,0.019,-5.04,-6.02,0
2008 TE,2023-2047,3,4.1e-05,11.84,27.7,0.010,-5.05,0
2008 DB,2046-2111,34,2.8e-05,6.96,25.7,0.025,-5.06,-5.33,0
2010 XA73,2016-2025,4,1.1e-09,14.95,18.9,0.574,-5.06,-5.32,0
2012 SY49,2031-2084,20,1.3e-05,15.66,25.8,0.023,-5.09,-5.46,0
2008 KO,2049-2061,3,1.6e-06,23.48,24.4,0.045,-5.09,-5.45,0
2012 AP10,2069-2111,72,9.5e-05,3.57,26.4,0.018,-5.09,-5.81,0
2012 UE34,2095-2111,8,2.7e-06,5.50,23.1,0.081,-5.10,-5.53,0
2004 GE2,2100-2109,4,1.5e-07,20.57,21.4,0.180,-5.11,-5.23,0
2004 PU42,2071-2105,19,7.9e-05,10.11,26.8,0.015,-5.17,-5.69,0
2011 YV62,2078-2087,4,7.1e-08,18.20,21.0,0.210,-5.17,-5.20,0
2009 BF58,2055-2087,21,1.6e-04,6.68,27.2,0.012,-5.18,-5.38,0
2003 LN6,2061-2078,2,6.0e-06,3.98,24.5,0.043,-5.18,-5.19,0
2007 CC27,2067-2105,37,7.6e-05,10.87,26.9,0.014,-5.20,-5.68,0
2007 VE8,2062-2062,1,1.3e-05,9.05,25.4,0.028,-5.20,0
2012 VE77,2033-2035,2,9.0e-06,15.33,26.3,0.018,-5.20,0
2009 FZ4,2013-2110,319,3.3e-06,10.10,25.2,0.031,-5.20,-5.82,0
1999 RZ31,2056-2056,2,1.8e-06,8.20,23.8,0.059,-5.24,-5.30,0
2001 GP2,2043-2107,33,9.2e-05,2.58,26.9,0.014,-5.24,-5.86,0
2008 EZ84,2072-2107,4,3.3e-05,7.92,26.2,0.020,-5.24,-5.33,0
1996 TC1,2054-2075,5,8.8e-07,24.01,23.9,0.055,-5.25,-5.33,0
2010 VW194,2042-2108,22,5.6e-05,7.31,26.5,0.017,-5.26,-5.85,0
2006 CM10,2092-2092,1,1.1e-07,22.34,21.7,0.150,-5.28,0
2009 TD17,2039-2093,43,8.9e-05,6.58,27.7,0.010,-5.28,-5.33,0
1994 GV,2048-2110,24,9.9e-05,8.15,27.5,0.011,-5.29,-5.85,0
2005 VN5,2047-2110,19,7.8e-05,6.57,27.0,0.014,-5.29,-5.61,0
2007 DS7,2048-2107,19,1.9e-05,12.39,25.8,0.023,-5.29,-5.52,0
2001 BA16,2033-2111,8,1.2e-05,4.90,25.8,0.023,-5.31,-5.35,0
1995 CS,2042-2073,9,3.1e-06,24.91,25.5,0.027,-5.33,-5.70,0
2010 XB73,2016-2110,51,2.1e-07,5.98,22.5,0.110,-5.35,-6.18,0
2010 VQ,2034-2107,48,1.2e-04,4.58,27.7,0.010,-5.35,-5.95,0
2009 RR,2098-2110,16,1.4e-05,12.95,25.6,0.026,-5.37,-6.07,0
2011 CW46,2021-2111,138,1.4e-06,16.63,24.7,0.039,-5.38,-5.75,0
2011 AM37,2044-2108,120,1.1e-03,3.66,29.7,0.004,-5.41,-5.75,0
2011 EU29,2126-2126,1,1.8e-08,18.50,19.8,0.370,-5.41,0
